number	number_sup	trip	trip_sup	boatname	master	tonnage	type_of_boat	built	bought	hired	yard	chamber	departure_date	departure_harbour	cape_arrival	cape_departure	cape_call	arrival_date	arrival_harbour	next_voyage	particulars
7864		2		BLEIJENBURG	Kornelis Bos	880		1765			R	A	1772-04-16	Batavia			false	1772-10-14	Texel	4105	One of the 2 passengers was a condemned person.
7865		2		ZON	Andries Hansen	450	hoeker	1768			A	A	1772-06-25	The Cape	1772-06-25		true	1772-09-28	Texel	4123	
7866		1		ALKEMADE	Jan van Eysden	1150		1768			A	A	1772-10-04	Coromandel	1773-01-26	1773-02-04	true	1773-06-07	Texel	4056	
7867		3		RITTHEM	Jurriaan Verburg	880		1764			Z	E	1772-10-24	Batavia	1772-12-22	1773-01-16	true	1773-05-01	Texel	4130	
7868		1		GROENENDAAL	Karsten Eggers	1150		1770			A	A	1772-10-27	Batavia	1772-12-30	1773-02-04	true	1773-05-25	Texel	4124	The 11 passengers included 3 condemned Commandeur persons. of the return fleet was Arend van der Deuren, master of the NOORD-BEVELAND (7874).
7869		2		PAUW	Abraham van der Weide	850		1767			D	D	1772-10-27	Batavia	1772-12-30	1773-02-04	true	1773-05-23	Goeree	4128	The 6 passengers included one female slave.
7870		2		HONKOOP	Karel Philip Kassel	1150		1770			A	A	1772-10-30	Batavia	1772-12-23	1773-02-04	true	1773-05-24	Texel	4125	
7871		3		WILLEM DE VIJFDE	Thomas de Beukelaar	1150		1765			Z	Z	1772-10-31	Batavia	1772-12-30	1773-02-04	true	1773-05-24	Rammekens	4132	
7872		1		BOTLAND	Johan van Voorst	1150		1769			Z	A	1772-11-04	Batavia	1773-01-06	1773-02-04	true	1773-06-07	Texel	4111	The 7 passengers included 2 condemned persons.
7873		2		VROUWE MARIA JAKOBA	Marten Pietersz. Mooy	880		1765			H	H	1772-11-08	Batavia	1773-01-07	1773-02-04	true	1773-05-25	Texel	4129	
7874		5		NOORD-BEVELAND	Arend van der Deuren	1150		1756			Z	A	1772-11-08	Batavia	1773-01-07	1773-02-04	true	1773-05-26	Texel	4053	NOORD-BEVELAND, Arend van der Deuren, was commandeur of the return fleet. After its return the NOORD-BEVELAND served as a hospitalship; on 09-10-1773 it was laid up.
7875		4		ZUID-BEVELAND	Lambert Arnout Hallman	1100		1755			Z	A	1772-11-16	Ceylon	1773-01-15	1773-02-04	true	1773-06-07	Texel	4107	
7876		2		BOT	Damiaan Hugo Staring	1150		1768			Z	Z	1772-12-03	China	1773-03-02	1773-04-09	true	1773-07-04	Rammekens	4115	
7877		1		HERSTELDER	Justus Hendrik Pfeil	600	fregat		1772		C	D	1772-12-03	China	1773-03-01	1773-04-09	true	1773-06-29	Goeree		The HERSTELDER, bought in China, replaced the RIJNSBURG, which had been wrecked during a voyage from Batavia to China in 1771/2 (see 7842).
7878		4		NIEUW RHOON	Pieter van Prooien	1150		1764			Z	Z	1772-12-03	Batavia	1773-03-01	1773-04-09	true	1773-07-04	Rammekens	4120	
7879		4		JONGE SAMUEL	Evertsz. Popta	880		1761			Z	R	1772-12-03	Batavia	1773-03-04	1773-04-09	true	1773-06-29	Goeree	4131	
7880		2		PRINSES VAN ORANJE	Kornelis Pietersen	1150		1768			A	A	1772-12-24	China	1773-03-18	1773-04-09	true	1773-07-01	Texel	4113	
7881		2		VELDHOEN	Pieter Sijbrandsz. Flout	1150		1765			A	A	1772-12-24	China	1773-03-21	1773-04-09	true	1773-07-01	Texel	4065	
7882		2		BOVENKERKER POLDER	Jan Moorland	850		1765			A	A	1773-01-24	Bengal	1773-03-28	1773-04-21	true	1773-07-05	Texel	4117	
7883		5		DUINENBURG	Pieter Thomasz.	1100		1757			Z	A	1773-01-30	Batavia	1773-05-03	1773-05-26	true			4135	The DUINENBURG was wrecked between the Cape and patria.
7884		1		MERCUUR	Christiaan Andries Spin	850		1770			D	R	1773-01-30	Batavia			false	1773-08-15	Goeree	4134	One of the 2 passengers was a condemned person.
7885		4		WESTFRIESLAND	Gerrit Springer	880		1761			H	Z	1773-02-01	Ceylon	1773-04-13	1773-05-09	true	1773-09-03	Rammekens	4114	
7886		3		WOESTDUIN	Pieter Angelvorst	1150		1767			A	A	1773-02-01	Ceylon	1773-04-19	1773-05-09	true	1773-09-02	Texel	4122	
7887		2		OUWERKERK	Josua de Wolf van leperen	1150		1768			Z	Z	1773-04-21	Cape	1773-04-21		true	1773-07-22	Rammekens	4143	
7888		3		RIDDERKERK	Michiel Hendrik Wunder	850		1766			R	A	1773-04-30	Batavia	1773-07-18		true	1773-11-17	Texel	4137	
7889		3		VROUWE MARGARETHA MARIA	George Steendekker	880		1765			E		1773-07-15	Batavia			true			4108	The VROUWE MARGARETHA MARIA was bound for patria via Bengal, but on its way to Bengal it was wrecked in 1773.
7890		4		BARTHA PETRONELLA	Jakob Hendrik Johansen	880		1764			H	A	1773-07-18	The Cape	1773-07-18		true	1773-10-08	Texel	4149	
7891		5		JONGE LIEVE	Jan Frederik Raatjes	1150		1759			A	A	1773-09-27	Coromandel	1773-12-18	1774-02-02	true	1774-06-02	Texel	4136	
7892		1		JUNO	Pieter Verkerk	850		1771			R	D	1773-10-27	Batavia	1773-12-23	1774-02-02	true	1774-06-01	Goeree	4146	Commandeur of the return fleet was Leendert van Koopstad, master of the 'T LOO (7898).
7893		4		VROUWE KORNELIA HILLEGONDA	Gerrit Bruin	850		1760			D	H	1773-10-27	Batavia	1774-01-04	1774-01-21	true	1774-06-01	Texel	4116	
7894		1		HUIS TE KROOSWIJK	Frederik Wielard	850		1770			R	R	1773-10-27	Batavia	1773-12-17	1774-02-02	true	1774-06-02	Goeree	4133	
7895		4		VREEBURG	Hendrik Hilverduin	850		1764			D	E	1773-10-27	Batavia	1773-12-17	1774-02-02	true	1774-06-02	Texel	4163	
7896		3		AZIE	Christiaan Blom	1100		1765			Z	Z	1773-11-01	Batavia	1774-01-10	1774-02-02	true	1774-06-01	Rammekens	4148	return voyage (7747) and the second outward voyage (4032) OUDERAMSTEL; subsequently it was renamed AZIE again (see 7847, etc.).
7897		1		FOREEST	Klaas Roem	850		1770			H	A	1773-11-01	Batavia	1774-01-06	1774-03-02	true	1774-06-08	Texel	4150	The 4 passengers included one condemned person.
7898		3		'T LOO	Leendert van Koopstad	1150		1768			A	A	1773-11-06	Batavia	1774-01-09	1774-02-02	true	1774-06-02	Texel	4161	The master of the 'T LOO. Leendert van Koopstad, was commandeer of the return fleet.
7899		2		HUIS TER MEYEN	Jan Paardekoper	1150		1767			A	A	1773-11-16	Ceylon	1774-02-04	1774-03-02	true	1774-07-08	Texel	4127	
7900		5		HUIS TE BIJWEG		1100		1760			A	A	1773-11-18	Batavia	1774-02-20		true			4159	ashore on 20-02-1774. On 31-12-1780 the ship was laid up.
7901		1		OVERHOUT	Hendrik Willemse	1150		1771			A	A	1773-11-25	Batavia	1774-03-12	1774-04-05	true	1774-07-05	Texel	4151	The 5 passengers included 2 female slaves.
7902		5		ASCHAT	Reindert den Uil	1150		1760			A	A	1773-12-04	Batavia	1774-03-12	1774-04-05	true	1774-07-05	Texel	4147	
7903		2		POPKENSBURG	Pieter ten Droge	880		1763			Z	Z	1773-12-04	Batavia	1774-03-10	1774-04-05	true	1774-07-05	Rammekens	4110	
7904		2		JONGE HELLINGMAN	Jan Balthus Meyer	850		1767			H	R	1773-12-25	China	1774-04-26	1774-05-16	true	1774-09-30	Texel	4139	
7905		1		HOLLAND	Hans Hansen	1150		1771			A	A	1773-12-25	China	1774-04-22	1774-05-06	true	1774-08-25	Texel	4157	
7906		1		EUROPA	Jakob de Frein	1200		1770			Z	Z	1773-12-29	China	1774-04-21	1774-05-06	true	1774-08-25	Rammekens	4155	
7907		1		VOORBERG	Frederik Visser	1150		1770			A	A	1773-12-29	China	1774-04-21	1774-05-06	true	1774-08-26	Texel	4153	
7908		1		BEEKVLIET	Andries Hansen	850		1770			A	A	1774-01-21	Batavia	1774-04-28	1774-05-16	true	1774-09-02	Texel	4104	
7909		2		HOOLWERF	Willem Dona	850		1769			H	E	1774-01-21	Batavia	1774-04-18	1774-05-04	true	1774-08-25	Texel	4167	condemned person.
7910		4		ZILVEREN LEEUW	Marten Hakker	880		1765			D	A	1774-01-23	Bengal	1774-04-22	1774-05-06	true	1774-09-23	Texel	4140	
7911		1		HOOP	Michiel Kooplijn	800	fluit				A	A	1774-02-01	The Cape	1774-02-01		true	1774-06-08	Texel	4176	
7912		3		OUD HAARLEM	Jan Siereveld	1150		1768			A	Z	1774-02-03	Ceylon	1774-04-22	1774-05-06	true	1774-08-25	Rammekens	4165	
7913		3		LANDSKROON	Michiel Hamelo	1150		1764			A	A	1774-02-03	Ceylon	1774-04-28	1774-05-16	true	1774-09-23	Texel	4160	
7914		2		TEMPEL	Willem Koelbier	850		1767			R	A	1774-05-14	Batavia			false	1775-02-16	Texel	4103	The 2 passengers were condemned persons.
7915		1		NOORDBEEK	J. Wellegaart	850	fluit		1773		Z	Z	1774-06-24	The Cape	1774-06-24		true	1774-11-15	Rammekens	4183	
7916		5		PALLAS	Asmus Hendrik Sterrenberg	1150		1762			Z	A	1774-10-20	Coromandel	1775-01-16	1775-03-02	true	1775-06-23	Texel	4170	
7917		4		WESTERVELD	Andries Bruin	1100		1761			A	A	1774-10-20	Ceylon	1775-02-07	1775-03-02	true	1775-06-23	Texel	4138	
7918		3		VROUWE ANTHOINETTA KOENRARDINA	Jan Kaatman	880		1765			D	D	1774-10-27	Batavia	1775-01-15	1775-02-02	true	1775-05-14	Goeree	4145	Commandeur of the return fleet was Stoffel Kok, master of the COMPAGNIES WELVAREN (7924).
7919		5		BORSSELE	Johan Frederik Schuts	1150		1758			Z	Z	1774-10-27	Batavia	1775-02-06	1775-03-02	true	1775-06-22	Rammekens	4175	
7920		1		BREDENHOF	Marten Pietersz. Mooy	850		1771			H	H	1774-10-27	Batavia	1775-01-10	1775-01-24	true	1775-04-24	Texel	4178	
7921		1		DANKBAARHEID	Joachim Ernst Wend	850		1772			R	R	1774-10-27	Batavia	1775-01-08	1775-02-02	true	1775-05-14	Goeree	4188	
7922		2		GROENENDAAL	Jan Stil	1150		1770			A	A	1774-10-27	Batavia	1775-01-12	1775-02-02	true	1775-05-15	Texel	4186	The 9 passengers included 4 condemned persons.
7923		1		MARS	Jan Abel	1150		1771			Z	Z	1774-10-27	Batavia	1775-01-08	1775-02-02	true	1775-05-12	Rammekens	4189	
7924		3		COMPAGNIES WELVAREN	Stoffel Kok	1150		1764			A	A	1774-10-27	Batavia	1775-01-15	1775-02-02	true	1775-05-15	Texel	4091	The 7 passengers included one condemned person and a slave. The master of the COMPAGNIES WELVAREN, Stoffel Kok, was commandeur of the return fleet.
7925		2		BOTLAND	Joost Koen	1150		1769			Z	A	1774-11-01	Batavia	1775-01-08	1775-02-02	true	1775-05-15	Texel	4191	
7926		2		ALKEMADE	Daniel Deune	1150		1768			A	A	1774-11-07	Batavia	1775-01-08	1775-03-02	true	1775-06-23	Texel	4180	The 12 passengers included 3 condemned persons, destined for the Cape.
7927		1		HOOGKARSPEL	Pieter Helmers	850		1771			E	E	1774-11-07	Batavia	1775-03-26	1775-04-18	true	1775-07-17	Texel	4179	
7928		1		BEEMSTER WELVAREN	Marten Schoning	850		1770			E	H	1775-01-01	China	1775-03-21	1775-04-18	true	1775-07-17	Texel	4144	
7929		1		CERES	Wopke Popta	1150		1771			A	Z	1775-01-01	China	1775-03-21	1775-04-04	true	1775-07-02	Rammekens	4181	
7930		3		OOSTKAPELLE	Johan van Voorst	1150		1767			Z	A	1775-01-01	China	1775-04-05	1775-04-20	true	1775-07-25	Texel	4162	
7931		1		VRIJHEID	Jan Och	1150		1772			A	A	1775-01-07	China	1775-03-29	1775-04-18	true	1775-07-17	Texel	4187	
7932		2		BOVENKERKER POLDER	Kornelis Bos	850		1765			A	A	1775-01-20	Bengal	1775-03-24	1775-04-04	true	1775-07-03	Texel	4192	
7933		2		LAM	Olke Hendrik Andringa	850		1769			D	E	1775-01-20	Bengal	1775-03-25	1775-04-04	true	1775-07-03	Texel	4174	
7934		2		HONKOOP	Pieter Haverkamp	1150		1770			A	A	1775-01-21	Batavia	1775-03-26	1775-04-18	true	1775-07-17	Texel	4182	The 5 passengers included 2 condemned persons.
7935		4		WILLEM DE VIJFDE	Josua de Wolf van Ieperen	1150		1766			Z	Z	1775-01-21	Batavia	1775-03-29	1775-04-20	true	1775-07-25	Rammekens	4190	One of the 2 passengers was a condemned
7936		3		VELDHOEN	Justus Hendrik Pfeil	1150		1765			A	A	1775-02-02	Ceylon	1775-04-05	1775-05-02	true	1775-08-01	Texel	4195	
7937		5		ZUID-BEVELAND	Hendrik Nieuwboer	1100		1755			Z	Z	1775-02-02	Ceylon	1775-04-06	1775-04-20	true	1775-07-25	Rammekens	4194	
7938		2		HOOP	Swerus Vrolijk	800	fluit				A	A	1775-02-08	The Cape	1775-02-08		true	1775-06-23	Texel	4209	
7939		2		MERCUUR	Hendrik Mulder	850		1770			D	A	1775-05-12	Batavia			false	1775-12-13	Texel	4198	The 2 passengers were condemned persons.
7940		1		KATWIJK AAN DEN RIJN	Isaak Louis de Bellon	750	hoeker		1774		A	A	1775-06-05	The Cape	1775-06-05		true	1775-09-12	Texel	4224	
7941		3		BOT	Lambert Arnout Halfman	1150		1768			Z	A	1775-10-05	Coromandel	1776-02-10	1776-03-03	true	1776-06-13	Texel	4197	
7942		1		JONGE HUGO	Hendrik Hilverduin	850		1772			E	E	1775-10-18	China	1776-03-19	1776-04-06	true	1776-07-03	Texel	4217	
7943		1		INDIAAN	Jan Frederik Raatjes	1150		1773			A	A	1775-10-18	China	1776-03-19	1776-04-06	true	1776-07-03	Texel	4210	
7944		5		BARTHA PETRONELLA	Justinus van Gennep	880		1764			H	E	1775-10-19	Batavia	1775-12-27	1776-01-17	true	1776-05-05	Texel	4206	The 7 passengers included one condemned person.
7945		4		'T LOO	Gerrit Berg	1150		1768			A	A	1775-10-19	Batavia	1775-12-27	1776-02-07	true	1776-06-09	Texel	4214	passengers included 2 female slaves. Commandeur of the return fleet was Christiaan Rebel, master of the HUIS OM (see 7946).
7946		5		HUIS OM	Christiaan Rebel	1150		1761			Z	Z	1775-10-19	Batavia	1775-12-30	1776-02-07	true	1776-06-09	Rammekens	4173	The master of the HUIS OM, Christiaan Rebel, was commandeur of the return fleet.
7947		4		WOESTDUIN	Pieter Thijssen jr.	1150		1767			A	A	1775-10-19	Batavia	1775-12-31	1776-03-03	true	1776-06-13	Texel	4199	
7948		1		PATRIOT	Volkers	1150		1773			A	A	1775-10-20	Batavia	1776-01-08	1776-04-06	true	1776-07-03	Texel	4219	The PATRIOT transported the cargo of the NIEUW RHOON, laid up at the Cape (see 7955); invoice value: f 293,773, destined for the chamber Amsterdam.
7949		5		JONGE SAMUEL	Jurriaan Raasel	880		1761			Z	R	1775-10-22	Batavia	1776-01-04	1776-02-07	true	1776-06-09	Goeree	4205	The 4 passengers included one slave.
7950		1		ABBEKERK	Gerrit Bruin	850		1772			H	H	1775-10-25	Batavia	1776-01-04	1776-02-07	true	1776-06-09	Texel	4222	The 5 passengers included one female slave.
7951		4		RIDDERKERK	Christiaan van Veerden	850		1766			R	D	1775-10-30	Batavia	1776-01-01	1776-02-20	true	1776-06-09	Goeree	4212	
7952		1		HOF TER LINDEN	Jan Kornelis Roos	1150		1772			Z	Z	1775-11-02	Batavia	1776-01-08	1776-03-03	true	1776-06-14	Rammekens	4223	
7953		4		RITTHEM	Jan Everwijk Drillinger	880		1764			Z	A	1775-11-02	Batavia	1776-01-04	1776-03-03	true	1776-06-09	Texel	4204	
7954		6		JONGE LIEVE	Willem Ferret	1150		1759			A	A	1775-11-06	Batavia	1776-01-08	1776-02-07	true	1776-06-09	Texel	4211	
7955		5		NIEUW RHOON	Jakob Koelders	1150		1764			Z	A	1775-11-22	Ceylon	1776-02-05		true			4213	After arrival at the Cape the NIEUW RHOON was taken off the service because of unseaworthiness; its cargo was transported to Amsterdam by the PATRIOT (see 7948). The NIEUW RHOON was laid up at the Cape on 01-03-1776.
7956		2		EUROPA	Frans van Ewijk	1200		1770			Z	Z	1776-01-10	China	1776-04-29	1776-05-12	true	1776-09-01	Rammekens	4221	
7957		1		MORGENSTER	Gerrit Springer	1150		1772			A	A	1776-01-10	China	1776-04-28	1776-05-12	true	1776-08-31	Texel	4200	
7958		2		FOREEST	Andries Matthijssen	850		1770			H	A	1776-01-20	Bengal	1776-04-05	1776-05-12	true	1776-08-30	Texel	4229	
7959		3		PAUW	Johan Snijders	850		1767			D	Z	1776-01-20	Bengal	1776-04-24	1776-05-12	true	1776-09-01	Rammekens	4201	
7960		1		HUIS TE SPIJK	Michiel Kooplijn	1150		1773			A	A	1776-01-25	Batavia			false	1776-08-31	Texel	4225	The 4 passengers included one condemned person. According to K.A. 4261 J. Etlofs was master.
7961		2		VOORBERG	Reindert den Uil	1150		1770			A	Z	1776-01-25	Batavia	1776-05-10	1776-06-04	true	1776-09-11	Rammekens	4226	
7962		4		OUD HAARLEM	Jan Siereveld	1150		1768			A	Z	1776-02-12	Ceylon	1776-05-02	1776-06-04	true	1776-09-01	Rammekens	4230	
7963		3		HUIS TER MEYEN	Klaas Roem	1150		1767			A	A	1776-02-12	Ceylon	1776-05-02	1776-05-16	true	1776-08-11	Texel	4227	
7964		2		HUIS TE KROOSWIJK	Hendrik Schreuder	850		1770			R	R	1776-03-03	The Cape	1776-03-03		true	1776-06-13	Goeree	4239	
7965		2		HERSTELDER	Albert Kikkert	600	fregat		1772		C	A	1776-04-01	Batavia			false	1776-10-22	Texel	4207	
7966		2		NOORDBEEK	Jan Karel Wetterijk	850	fluit		1773		Z	Z	1776-05-03	The Cape	1776-05-03		true	1776-08-20	Rammekens	4240	
7967		3		PRINSES VAN ORANJE	Karsten Eggers	1150		1768			A	A	1776-10-20	Coromandel	1777-01-10	1777-03-07	true	1777-06-19	Texel	4193	4261 Gerard Oosthuis was master of the PRINSES VAN ORANJE.
7968		3		BLEIJENBURG	Jan Tromp	880		1765			R	R	1776-10-25	Batavia	1776-12-31	1777-02-03	true	1777-05-20	Goeree	4168	master of the BOTLAND (see 7969).
7969		3		BOTLAND	Kornelis Pietersen	1150		1769			Z	Z	1776-10-25	Batavia	1776-12-31	1777-02-03	true	1777-05-20	Rammekens	4242	The master of the BOTLAND, Kornelis Pietersen, was Cmmandeur of the return fleet.
7970		4		BOVENKERKER POLDER	Hendrik Elders	850		1765			A	A	1776-10-25	Batavia	1776-12-29	1777-01-18	true	1777-05-05	Texel	4257	The 10 passengers included 7 condemned persons and a female slave.
7971		5		VROUWE KORNELIA HILLEGONDA	Charles Smits	850		1760			D	H	1776-10-25	Batavia	1776-12-31	1777-02-03	true	1777-05-20	Texel	4235	
7972		1		MENTOR	Hans Hansen	1150		1774			A	A	1776-10-25	Batavia	1776-12-31	1777-02-03	true	1777-05-20	Texel	4252	The 6 passengers included one female slave.
7973		3		POPKENSBURG	Jakob de Meyer	880		1763			Z	Z	1776-10-25	Batavia	1776-12-31	1777-03-07	true	1777-06-18	Rammekens	4238	
7974		1		HELD WOLTEMADE	Jan Stil	1150		1774			A	A	1776-10-25	Batavia	1777-01-14	1777-03-07	true	1777-05-20	Texel	4247	
7975		5		VREEBURG	Willem Bax	850		1764			D	D	1776-10-28	Batavia	1777-01-13	1777-03-07	true	1777-06-18	Goeree	4246	The 4 passengers included one slave.
7976		1		AMSTERDAM	Jurriaan Verburg	1150		1772			A	A	1776-11-02	Batavia	1777-01-14	1777-03-07	true	1777-06-19	Texel	4185	The 6 passengers included 2 female slaves.
7977		3		DUIVENBRUG	Gerrit Evertsz. Popta	1150		1766			E	E	1760-11-08	Batavia	1777-01-08	1777-02-03	true			4154	Between 14 and 16-05-1777 the DUIVENBRUG was wrecked off the Canary Islands.
7978		5		WESTERVELD	Swerus Vrolijk	1100		1761			A	A	1776-11-21	Ceylon	1777-02-12	1777-03-07	true	1777-06-19	Texel	4256	On 11-10-1777 the WESTERVELD was laid up.
7979		1		DELFSHAVEN	Christiaan Andries Spin	850		1772			D	A	1776-11-22	Bengal	1777-02-13	1777-03-07	true	1777-06-19	Texel	4215	
7980		1		BUTTENLEVEN	Jan Kaatman	850		1773			D	D	1776-12-22	China	1777-05-06	1777-05-19	true	1777-09-01	Goeree	4248	
7981		1		TRITON	Pieter van Prooien	1150		1773			A	A	1776-12-23	China	1777-03-25	1777-04-08	true	1777-07-04	Texel	4237	
7982		2		CERES	Johan van Voorst	1150		1771			A	A	1777-01-06	China	1777-04-07	1777-05-04	true	1777-08-02	Texel	4249	
7983		1		BLOK	Jakob de Lange	1150		1774			A	Z	1777-01-14	China	1777-04-24	1777-05-04	true	1777-08-02	Rammekens	4254	
7984		2		BEEKVLIET	Benjamin van der Spek	850		1770			A	H	1777-01-20	Bengal	1777-03-23	1777-04-08	true	1777-07-03	Texel	4232	
7985		4		TEMPEL	Jan Frederik Volmer	850		1767			R	R	1777-01-20	Bengal	1777-03-23	1777-04-08	true	1777-07-02	Goeree	4259	
7986		1		BATAVIA	Pieter Helmers	850		1773			E	Z	1777-01-27	Batavia	1777-05-19	1777-06-12	true	1777-10-01	Rammekens	4260	The 4 passengers included one condemned person
7987		2		HOLLAND	Hendrik Willemse	1150		1771			A	A	1777-01-27	Batavia			false	1777-10-02	Texel	4231	
7988		1		MERENBERG	Jan Balthus Meyer	850		1773			H	H	1777-01-27	Batavia	1777-05-06	1777-05-19	true	1777-09-02	Texel	4258	The 3 passengers included one condemned person.
7989		2		OVERHOUT	Pieter Angelvorst+	1150		1771			A	A	1777-02-05	Ceylon	1777-04-25	1777-05-19	true			4218	On 31-08-1777 the OVERHOUT ran ashore near Egmond aan Zee and was wrecked.
7990		3		HONKOOP	Daniel Deune	1150		1770			A	Z	1777-02-11	Ceylon	1777-04-24	1777-05-04	true	1777-08-02	Rammekens	4255	
7991		2		KATWUK AAN DEN RIJN	Kasper Meyer	750	hoeker		1774		A	A	1777-03-07	The Cape	1777-03-07		true	1777-06-19	Texel	4272	
7992		1		WAKKERHEID	Jakob Hendrik Johansen	1150		1772			A	A	1777-10-23	Coromandel	1778-01-07	1778-02-13	true	1778-05-22	Texel	4202	After the arrival of the ship at Texel its name was altered into COMPAGNIES WELVAREN (see the second voyage: 4345/-).
7993		2		VROUWE ANTHOINETTA KOENRARDINA	Gerrit Harmeyer	880		1765			D	D	1777-10-30	Batavia	1778-01-15	1778-02-13	true	1778-05-20	Goeree	4268	The master of the VROUWE ANTHOINETTA KOEN-RARDINA, Gerrit Harmeyer, was commandeur of the return fleet.
7994		4		BOT	Christiaan van Veerden	1150		1768			Z	Z	1777-10-30	Batavia	1778-01-12	1778-02-13	true	1778-05-23	Rammekens	4279	
7995		1		DIANA	Willemsz. Greveling	850		1774			R	R	1777-10-30	Batavia	1778-01-15	1778-02-13	true	1778-05-22	Goeree	4250	
7996		3		JONGE HELLINGMAN	Michiel Hamelo	850		1767			H	A	1777-10-30	Batavia	1778-01-15	1778-01-31	true	1778-05-11	Texel	4228	
7997		2		VRIJHEID	Jan Abel	1150		1772			A	A	1777-10-30	Batavia	1778-01-15	1778-02-13	true	1778-05-22	Texel	4253	4 of the 5 passengers were condemned persons. According to K.A. 4390a Cristiaan Frederik Winterheim was master of the VRIJHEID.
7998		4		COMPAGNIES WELVAREN	Dirk Schoon	1150		1764			A	A	1777-10-30	Batavia	1778-01-11	1778-02-13	true	1778-05-21	Texel	4267	
7999		1		WILLEM FREDERIK	Willem Silvester	1150		1773			Z	Z	1777-10-30	Batavia	1778-01-16	1778-03-04	true	1778-06-05	Rammekens	4261	passengers included one female slave.
8000		2		BREDENHOF	Leendert van Koopstad	850		1771			H	H	1777-11-06	Batavia	1778-01-13	1778-04-03	true	1778-07-13	Texel	4270	The 5 passengers included one condemned person and 2 slaves (one male and one female).
8001		3		HOOLWERF	Isaak Louis de Bellon	850		1769			H	E	1777-11-10	Batavia	1778-02-07	1778-03-04	true	1778-06-05	Texel	4241	
8002		3		OUWERKERK	Johan Splinter Stavorinus	1150		1768			Z	Z	1777-11-18	Batavia	1778-03-05	1778-04-03	true	1778-07-22	Rammekens	4196	The 5 passengers included one condemned person and a slave.
8003		2		JUNO	Willem Dona	850		1771			R	Z	1777-11-21	Bengal	1778-01-29	1778-03-04	true	1778-06-05	Rammekens	4234	
8004		2		MARS	Pieter Bezaan	1150		1771			Z	A	1777-11-21	Ceylon	1778-01-29	1778-03-04	true	1778-06-05	Texel	4264	
8005		3		MERCUUR	Kornelis Bos	850		1770			D	A	1777-11-21	Bengal	1778-01-24	1778-03-04	true	1778-06-05	Texel	4287	
8006		1		VROUWE JOHANNA MARGARETHA	Jan Meindertsz. Swaal	850		1774			E	A	1777-11-26	Batavia	1778-02-01	1778-03-04	true	1778-06-05	Texel	4284	The 6 passengers included one condemned person.
8007		1		GANGES	Wopke Popta	1150		1775			A	Z	1777-12-20	China	1778-03-13	1778-04-03	true	1778-07-22	Rammekens	4282	
